Data Source,Indicadores del desarrollo mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.43999863,45.11999893,46.53999996,48.53000069,49.69999886,51,52.10000038,52.48999977,53.27999878,54.27999878,54.29999924,54.32999992,53.82999992,52.96000099,52.13000107,50.81000137,49.07999992,47.5,47.26999855,49.70999908,48.28999901,48.25,47.99000168,44.99000072,42.54999924,40.56000042,38.5899992,31.549999,29.20000005,,
Samoa Americana,ASM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua y Barbuda,ATG,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.939999819,10.04999959,10.2900002,10.00000048,9.739999652,9.659999967,10.07000017,9.379999757,9.200000048,9.249999881,8.949999571,9.180000365,8.919999897,8.759999514,8.960000217,8.500000149,8.27000007,8.42999965,8.459999621,8.519999802,8.359999925,8.28000024,7.880000114,8.270000011,8.21999982,8.390000105,8.339999661,8.139999852,8.189999774,,
Austria,AUT,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.53000021,12.28999996,12.09000015,11.67000008,11.4000001,11.55000019,10.45000029,10.05999994,10.14000034,9.420000076,9.310000181,9.089999914,8.549999952,7.619999766,8.130000234,7.930000067,8.829999685,8.480000257,8.549999952,8.589999914,8.230000019,8.139999866,8.279999971,8.099999905,7.920000076,7.500000119,7.200000167,6.909999847,6.929999948,,
Azerbaiyán,AZE,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17000103,52.18000031,51.91999912,53.77000141,56.22000122,57.54999924,58.59000015,59.04000092,59.3900013,59.53999901,60.40000153,60.86999893,61.07999802,61.10000038,61.85000038,62.34999847,61.71000099,61.96000099,61.84000206,62.24999809,60.6099987,62.56999779,62.12999916,62.8200016,64.00999832,62.01000214,62.18000221,63.25999832,62.29999924,,
Burundi,BDI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.02000046,78.53000259,79.01000214,79.15999985,80.43999863,81.92000198,82.08000183,82.25,82.63999939,82.72999954,83.15999985,83.36999893,83.79000092,85.39999771,84.84000015,85.44000244,85.59999847,86.23999786,85.99000168,86.65999985,86.98999786,86.89999771,87.09999847,87.31999969,87.81999969,88.06999969,88.80999756,89.31000137,89.7899971,,
Bélgica,BEL,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20999956,14.21000051,13.77000046,13.20000029,14.05999947,13.64999962,13.02999973,12.46999979,13.69000006,11.49000025,11.01999998,11.37999988,10.6500001,9.420000076,9.950000048,9.389999866,9.25999999,8.670000076,8.990000248,8.390000224,8.590000033,8.409999967,8.429999828,8.490000248,8.689999938,8.2900002,8.160000205,8.489999771,8.629999757,,
Benin,BEN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.30999756,96.27000427,96.24000168,95.55999947,95.56000137,95.49999809,95.42000198,95.46000099,95.15999794,95.09000397,94.90000153,94.81000137,94.77000046,94.81000137,94.73000336,94.77000237,94.75000191,94.85000038,94.82999611,94.71999931,94.76000214,94.76000023,94.56999779,94.29000282,94.1099968,94.14999962,93.80999756,93.59000206,93.12000275,,
Burkina Faso,BFA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.38999939,97.40000153,97.45000076,97.54000092,97.54999924,97.52999878,97.40999985,97.43000031,96.96000099,97.05000114,97.04000092,96.93000221,96.47999763,96.33000183,96.31999779,96.11999893,95.48999786,95.30000305,94.55000114,93.34000015,92.19000244,91.72999954,91.56000137,90.65999985,90.43999863,89.79999924,89.25999832,88.73000336,88.37999725,,
Bangladesh,BGD,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36999798,79.37999725,79.38999653,79.35000229,79.26000309,79.17999649,79.07000065,78.92999649,78.71000099,78.47000027,78.22000122,77.98999882,77.75000381,77.7300005,77.59999847,77.28999996,79.01000023,80.61000061,82.15999985,83.42000008,81.64999962,79.79999924,77.92000008,75.86000252,73.78000069,71.64999771,68.27000237,66.74999809,65.38000107,,
Bulgaria,BGR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4599998,12.38999951,12.34000015,12.26999986,12.26999962,12.25000012,12.23000002,12.0999999,11.97999954,11.6099999,9.809999943,10.26999998,10.42999983,10.32000017,8.789999962,7.829999804,7.039999843,7.53000021,7.74000001,7.849999905,7.119999886,6.599999785,6.799999893,7.119999886,6.859999835,6.809999764,6.830000281,6.46999979,5.960000157,,
Bahrein,BHR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899999984,0.4800000079,0.4599999972,0.4500000067,0.4399999864,0.4399999864,0.429999996,0.4200000055,0.4100000151,0.4099999927,0.4000000022,1.169999957,1.129999995,0.5099999979,1.110000014,1.110000014,1.059999973,1.090000033,1.129999995,1.030000031,1.020000041,0.9900000095,0.9499999881,0.9100000262,0.8500000238,0.8199999928,0.8199999928,0.8100000024,0.7899999917,,
Bahamas,BHS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.660000026,4.069999993,4.839999974,5.28000018,6.069999933,6.590000033,4.939999774,5.159999758,5.360000014,4.799999952,4.409999773,5.260000169,5.109999791,6.100000143,5.77000016,5.450000167,5.240000069,5.00000003,4.139999926,4.149999917,4.190000087,4.040000021,4.099999964,4.059999973,4.109999925,4.030000001,4.069999963,4.210000038,4.210000038,,
Bosnia y Herzegovina,BIH,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.14000106,44.59999847,46.42999893,44.19000101,40.27000165,31.49000025,27.17999935,25.13000107,24.36999989,24.5,24.77000046,24.72999954,24.80000019,24.34000015,23.96999931,23.55000019,23.38000011,23.98999977,26.90999985,24.53999996,22.18000031,24.27999973,21.3399992,18.86999989,19.54999971,20.37999964,21.0800004,17.60999966,21.96000004,,
Belarús,BLR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.649999954,1.749999978,1.82000003,1.909999944,2.029999949,2.149999954,2.26000008,2.359999985,2.439999908,2.490000099,2.470000103,2.490000084,2.470000103,2.429999895,2.379999943,2.319999989,2.260000046,2.210000094,2.149999905,2.079999972,2.050000001,1.990000058,1.949999977,1.890000023,1.839999951,1.789999999,2.29999999,2.180000104,2.119999913,,
Belice,BLZ,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25,22.39000034,22.32000065,22.34999943,22.34000063,20.84999943,20.8300004,20.86999989,21,21.05000067,21.14999962,21.30999994,21.42999983,21.40999985,21.47000027,21.95999956,22.59000015,23.16999912,23.8399992,24.44999933,25.02999926,25.75999975,26.42000008,23.68999934,27.23999929,31.09000063,30.11999989,30.66000056,31.36000061,,
Bermudas,BMU,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.95000076,78.84000015,78.70000076,78.54000092,78.36999893,78.04000092,77.40000153,77.09000015,76.15999985,73.59999847,71.61999893,71.74000168,71.32999802,70.97999954,69.83000183,68.19000244,65.71000099,65.00000191,63.22999954,63.98000145,64.65000153,60.46000099,62.19999886,63.55999756,64.13000107,68.3599987,69.30999947,69.72999954,68.85000229,,
Brasil,BRA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43000031,32.42000103,32.15999889,32.03999996,32.07000065,29.55000114,30.12000084,29.86000061,30.38999939,30.88000107,31.59000015,31.9800005,31.81000042,31.34000015,31.99999905,30.67000008,29.84999943,28.43999958,27.62000036,26.22999954,25.0899992,21.9199996,21.86999989,21.46000004,22.16999912,22.40000081,23.19999981,23.73999929,24.08000088,,
Barbados,BRB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.200000226,9.000000343,9.680000037,9.410000153,9.369999811,9.319999814,8.040000185,8.540000349,9.159999698,7.850000054,8.920000151,9.119999737,8.420000151,9.790000036,9.760000303,9.659999922,9.710000344,9.790000267,10.21999985,10.58000046,10.72000008,10.97000008,11.23000031,11.40999988,11.47999958,11.40999988,11.49000004,11.62000015,11.71999958,,
Brunei Darussalam,BRN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.439999938,3.469999909,3.530000091,3.560000002,3.579999983,3.629999936,3.740000129,3.800000012,3.879999995,3.98999995,3.99999994,4.040000081,4.110000074,4.189999998,4.309999943,4.319999933,4.359999895,4.51000005,4.559999943,4.619999886,4.670000076,4.720000029,4.819999933,4.879999876,5.289999783,5.869999856,6.529999822,5.869999945,8.620000243,,
Bhután,BTN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45000267,78.47000122,78.40999985,78.31999969,78.18000031,78.42000008,78.3599987,78.12999916,77.88999939,77.92000008,77.64999962,77.34000015,77.08000183,76.87000084,76.74000168,76.54999924,76.60000229,77.15999985,77.55999947,77.52000046,83.72999954,85.47999954,85.17000008,84.52000046,84.47000122,84.20999908,83.88000107,83.68999863,83.19999695,,
Botswana,BWA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.94000149,37.70000076,36.06999969,34.04000092,26.10000062,20.27000046,21.12000048,21.68000066,22.50000012,23.42000079,24.08000028,24.93000078,25.65000081,26.89000082,28.45999908,29.47000051,29.62999916,29.82999945,31.03000069,29.94000006,28.93000031,27.84999943,26.79999971,26.24000072,25.61999989,25.13999915,24.51000071,24.02999949,23.63000011,,
República Centroafricana,CAF,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04999924,93.34000015,93.40999985,93.61000061,93.62999725,94.13999939,94.40999985,94.50999832,94.86999893,95.10000229,95.15000153,95.29999924,95.61999893,95.63999939,95.75,95.59999847,95.51999664,95.43000031,95.29999924,95.27999878,95.18000031,95.25,96.04999924,96.3599968,96.52000046,96.56999969,96.50999832,96.50999832,96.45999908,,
Canadá,CAN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.060000062,7.549999833,8.210000217,8.479999781,8.579999864,9.139999568,10.04000044,10.18000048,9.720000446,9.069999605,8.249999821,8.560000002,8.539999783,8.32000041,8.43000026,8.35999988,8.579999655,8.570000112,9.13000004,8.849999815,8.710000426,8.870000273,9.159999728,9.080000311,9.219999701,9.130000263,9.269999653,9.409999996,9.34999954,,
Europa Central y del Báltico,CEB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.01365105,22.79054105,23.35202542,23.13631892,23.56708031,22.62873133,23.56537782,23.02267942,23.12576463,23.34337395,23.3213423,20.75996234,20.04595338,18.55096058,18.00416843,17.00871866,16.57163398,15.96676542,16.19903889,16.69067857,16.28559288,16.00343292,15.49415339,14.91668694,14.03677586,13.16413962,12.84659822,12.51217949,11.98693599,,
Suiza,CHE,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17000008,12.11999989,12.07999992,12,11.94000006,11.8499999,12.17999983,11.65999985,11.43000031,10.86000013,10.68000007,10.5999999,11.1400001,9.889999866,10.17000008,10.36999989,10.6099999,9.940000057,9.75999999,9.630000114,9.739999771,9.630000114,9.549999952,9.660000086,9.75,9.550000191,9.470000029,9.509999752,9.409999847,,
Islas del Canal,CHI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33999991,12.27999973,12.18000007,12.05000019,11.93000007,11.82000041,11.63999963,11.47000003,11.28999972,11.04999971,11.00999999,10.99999952,11.04999971,11.00999975,10.9400003,10.75999999,10.53999984,10.53999972,10.6500001,10.60000026,10.57000041,10.52999973,10.45999992,10.37999964,10.3099997,10.26000011,10.2299999,10.20999956,10.1900003,,
Chile,CHL,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81999969,23.73000002,23.61000013,23.50999928,23.30999947,23.03000069,24.10999966,25.64999938,23.91000032,23.14000058,24.7900002,25.27999973,25.09999967,26.22000003,23.78999996,24.53999996,23.90000033,23.82000065,23.05000091,22.06999946,23.10999918,22.50999904,22.53999925,23.28000045,22.8100009,23.6499995,23.78000093,23.09000003,23.30999947,,
China,CHN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.79000092,64.64999962,63.48999977,62.40999794,61.51000023,60.78000069,60.17000008,59.79999924,59.43000031,58.9299984,58.39999962,57.72999954,56.8599987,55.98999977,54.95999908,53.86000061,52.67000008,51.72999954,50.90000153,49.89999962,49.0700016,48.5,47.97999954,47.52000046,47.18999863,46.88999939,46.53000069,45.72000122,44.76000023,,
Côte d'Ivoire,CIV,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.76000214,94.70000076,94.65999985,94.69000244,94.56000137,94.37999725,93.95999908,93.93000031,93.6099968,93.49000168,93.73999786,93.52000046,93.29000092,92.88999939,92.63999939,92.22999954,91.86000061,91.34000015,90.7100029,90.39999771,89.76999855,88.80999756,86.69000053,85.93999863,85.70000076,85.1099987,82.70999622,81.52000046,80.35000229,,
Camerún,CMR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.10000038,93.04999733,93.00000381,92.90999603,92.73999977,92.5399971,92.19000244,91.97999763,91.37000084,90.46000099,89.90999985,90.01000023,90.1799984,90.08000183,89.89999771,89.61999893,89.55000305,88.79000092,88.52999878,87.79000092,86.94000053,85.86999893,84.99000168,84.02000046,83.56999969,82.97000122,82.12999725,81.38999748,80.82999802,,
"Congo, República Democrática del",COD,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.29000092,95.54999924,95.68999863,95.63000107,95.70000076,94.78000259,95.93000031,96.13000107,96.43000031,96.25,95.67000198,95.52000046,95.83000183,95.34999847,95.23000336,95.11000061,94.75999832,93.99000168,93.72999954,92.38999939,91.5,90.76000023,89.97999954,89.06000137,88.93999863,89.08000183,88.56000137,87.80999947,88.25,,
"Congo, República del",COG,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.30000019,94.26999664,94.21999741,94,94.01000214,93.75999928,93.5199976,93.74999809,93.11000252,92.29999638,92.53999805,92.45000076,92.40000153,91.93999958,91.29000044,90.84000254,91.14000368,90.59000349,91.25000238,90.05999732,89.80000019,89.66000152,89.9400022,90.00999856,90.60000062,90.89000082,90.94999766,90.9899981,90.700001,,
Colombia,COL,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.98999882,46.91000175,46.75,46.56999874,46.45000076,46.55999947,46.56999969,46.80999851,47.53000164,47.32999897,47.31000137,46.18999863,46.75999832,46.72999859,46.6099987,46.31000137,46.05000019,46.28000164,48.84000063,49.11000061,50.03999996,49.97000027,48.74000168,47.63000154,47.00000095,46.92000055,46.51000023,46.42999887,46.07999945,,
Comoras,COM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.19000053,77.04999924,77.10000038,77.50000191,77.66000175,78.00999832,78.14999962,78.44000053,78.72999954,78.45999908,78.67000198,78.8599987,79.04999924,79.16000175,78.61000061,77.96999836,76.95999622,76.15000153,75.27000046,74.19000149,72.97000217,71.76999903,70.28999901,69.13999844,69.0700016,68.84999847,68.5999999,68.46999884,68.28999996,,
Cabo Verde,CPV,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0700016,56.67000008,56.64999962,56.12999916,55.52999878,54.57999992,53.82999992,52.93999863,52.21999931,50.82999802,50.97000122,50.94999886,50.15999985,49.78000069,49.80999947,50.03999901,49.84999847,48.97999954,48.63999939,48.69000053,48.65000153,48.84000015,48.65999985,48.35000038,48,37.76999998,31.29999924,30.74000096,31.95999956,,
Costa Rica,CRI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98999977,19.60999966,21.55999994,20.09000039,21.08000088,17.93999982,22.13000107,20.24000049,20.9000001,20.549999,23.76000071,25.19000006,24.02999973,24.99000072,22.60999966,21.57000041,19.87000012,20.33000064,21.16999984,19.21000028,16.27999973,18.10000038,19.51999998,19.00000048,19.16000009,16.90999985,18.56999969,20.91999984,21.54999948,,
Estados pequeos del Caribe,CSS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.40837631,29.08344258,28.21923778,27.84248706,26.1682529,26.01120869,24.93913523,24.73240602,24.91667025,24.41625669,24.15690358,22.37986358,22.39081003,23.00034585,22.47372841,22.35273785,21.28383847,22.00063183,21.83903124,21.59367479,21.63132982,21.35769701,21.42294479,21.40097742,21.43092084,22.02176742,22.12191075,22.2581438,22.49978668,,
Cuba,CUB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.700000167,4.960000038,3.949999928,3.559999973,3.289999962,2.809999898,3.120000094,3.5,4.020000011,3.859999925,4.039999992,3.730000049,4.399999946,4.399999976,4.369999975,3.790000021,3.399999887,3.7700001,3.290000021,3.289999992,7.589999855,6.460000038,7.779999852,10.19000036,10.08000016,10.1699996,10.22999978,10.1099996,10.04999989,,
Curacao,CUW,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Caimán,CYM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipre,CYP,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62000084,17.27000046,17.15999985,16.82999992,16.61999989,16.36999989,15.98000002,15.65999985,15.30000019,14.94000053,14.16000032,14.62999964,14.53999996,13.98000002,13.99000025,13.10000038,11.32999992,11.5199995,12.38000035,11.5199995,10.41000032,9.5,10.07999992,11.32999992,10.60000002,9.629999995,9.269999862,9.269999981,9.360000372,,
